Time Scale,FM01TS,FM02TS,FM03TS,FM04TS,FM05TS,PC01TS,PC02TS,PC03TS,PT01TS,PT02TS,PT03TS,PT04TS,PT05TS,PT06TS,ST01TS,TC01TS,TC02TS,TC03TS,TT01TS
08-29-2009 : 12:26:07.637 PM,18.518358,17.180641,41.511295,224.643814,11.621878,3.762284,3.256097,2.402399,841.431335,756.983093,-28.000000,2614.322998,4012.248291,3382.334717,-241.280029,76.633484,75.552124,74.863411,0.000000
08-29-2009 : 12:26:07.641 PM,18.310980,17.314585,40.718365,224.557053,11.037632,4.032757,3.117386,2.396200,842.196777,658.781128,-28.000000,1036.569092,2173.018799,722.497925,-240.137939,76.548965,75.402237,74.785713,0.000000
08-29-2009 : 12:26:07.645 PM,18.313156,17.020395,40.319202,223.444061,11.265210,3.996596,2.970288,2.389074,841.891785,715.819580,-28.000000,466.428925,168.269440,1215.995483,-237.308517,76.515869,75.338562,74.897713,0.000000
08-29-2009 : 12:26:07.649 PM,18.204504,16.918076,41.060844,218.688705,11.032043,3.899875,2.862279,2.224640,735.068481,706.926392,-28.000000,1750.824951,45.604843,438.557220,-238.193115,76.469505,75.367882,74.699677,0.000000
08-29-2009 : 12:26:07.653 PM,17.839729,17.063522,40.111507,221.864212,11.293742,3.681759,2.891404,2.062137,866.363892,623.750061,-28.000000,238.766998,22.665180,2443.629639,-239.199509,76.542992,75.449295,74.863319,0.000000
08-29-2009 : 12:26:07.657 PM,17.844469,16.856834,40.131165,219.858154,11.124434,3.713086,2.942677,2.115438,834.570618,737.958130,-28.000000,3777.993896,2868.707031,2013.108154,-240.535965,76.511444,75.449356,74.867081,0.000000
08-29-2009 : 12:26:07.661 PM,17.702864,16.778923,39.863556,225.064636,10.745963,3.602761,2.907804,2.023939,803.704712,690.391479,-28.000000,596.285156,392.196594,724.951660,-239.447617,76.557060,75.353363,74.793327,0.000000
08-29-2009 : 12:26:07.665 PM,17.941313,17.074331,39.488361,223.551849,10.781877,3.711909,3.000376,2.018435,817.275452,759.123962,-28.000000,3777.502686,1733.903931,349.535431,-240.585205,76.548920,75.332878,74.804871,0.000000
08-29-2009 : 12:26:07.669 PM,17.940481,16.841129,39.900990,222.989517,10.940953,3.775114,2.764352,2.208707,729.928894,733.803833,-28.000000,2053.616455,1957.016479,2551.773437,-242.825912,76.550476,75.314705,74.676064,0.000000
08-29-2009 : 12:26:07.673 PM,17.529552,17.028738,39.604126,222.188675,10.815560,3.604298,2.716996,2.323679,752.177734,646.425232,-28.000000,2050.019775,1808.571899,2524.792969,-239.716583,76.569817,75.283867,74.756714,0.000000
08-29-2009 : 12:26:07.677 PM,17.648220,16.585945,39.058300,218.935699,11.083364,3.699898,2.769563,2.207261,777.778809,671.554138,-28.000000,1549.130737,1575.487305,1445.051147,-240.494522,76.480812,75.369934,74.840820,0.000000
08-29-2009 : 12:26:07.681 PM,17.606262,16.531849,38.805630,212.597488,10.853103,3.536051,2.767465,2.053629,801.571594,672.385010,-28.000000,1220.186646,557.864929,138.517715,-242.301788,76.474739,75.327362,74.741135,0.000000
08-29-2009 : 12:26:07.685 PM,17.475809,16.527748,38.736858,215.039871,10.706728,3.689483,2.561460,1.899727,786.661865,601.163513,-28.000000,1814.852295,1984.017090,3344.718994,-238.876617,76.526901,75.198723,74.627014,0.000000
08-29-2009 : 12:26:07.689 PM,17.268440,16.546247,37.973106,221.679611,10.762461,3.607404,2.860715,2.081212,732.206116,626.727722,-28.000000,358.235382,2587.094482,923.222839,-241.773468,76.586197,75.433563,74.920418,0.000000
08-29-2009 : 12:26:07.693 PM,17.577623,16.461889,39.162750,216.437943,10.483953,3.636088,2.704977,2.125253,731.550598,677.387146,-28.000000,38.787914,1788.139648,61.582336,-239.896835,76.534851,75.308296,74.761070,0.000000
08-29-2009 : 12:26:07.697 PM,17.264135,16.207146,39.582260,213.845154,10.492056,3.453234,2.698354,2.020005,700.834595,658.260925,-28.000000,1427.258057,2168.440186,2732.455566,-242.202499,76.513329,75.346893,74.796486,0.000000
08-29-2009 : 12:26:07.701 PM,17.330444,16.529890,38.591709,214.148239,10.561905,3.574761,2.596131,1.963807,688.252991,703.608521,-28.000000,1510.651123,599.807312,1754.570190,-244.261337,76.563873,75.433563,74.850525,0.000000
08-29-2009 : 12:26:07.705 PM,17.452461,16.368231,38.378334,209.036957,10.935093,3.545281,2.679706,1.943783,758.650146,638.677795,-28.000000,1567.147095,4431.496582,507.213928,-241.473358,76.654282,75.591484,74.959557,0.000000
08-29-2009 : 12:26:07.709 PM,17.561613,16.622599,38.449226,211.548462,10.495511,3.407469,2.821213,1.742242,783.626831,604.482483,-28.000000,1902.718384,4412.635254,983.484741,-241.041595,76.681160,75.508369,74.777222,0.000000
08-29-2009 : 12:26:07.713 PM,17.061829,16.393555,38.967766,212.872391,10.211992,3.449337,2.655760,1.722786,704.584106,617.879822,-28.000000,553.500732,1937.518921,719.136536,-244.346786,76.601242,75.563484,74.759796,0.000000
08-29-2009 : 12:26:07.717 PM,17.395681,16.118626,38.693378,214.656067,10.236585,3.480514,2.438704,2.034936,749.331299,673.446289,-28.000000,3314.258301,4025.378662,1107.880127,-240.122833,76.494614,75.401573,74.863823,0.000000
08-29-2009 : 12:26:07.721 PM,17.489197,16.308247,37.806019,209.743103,10.159074,3.326503,2.358229,1.868162,686.219971,570.684998,-28.000000,1699.827393,268.859131,474.341675,-242.986069,76.562370,75.310028,74.834007,0.000000
08-29-2009 : 12:26:07.725 PM,17.204189,16.096918,38.078785,206.956207,10.208364,3.323594,2.644429,1.800641,742.782166,648.080627,-28.000000,2617.100342,83.299065,3604.573730,-242.876968,76.613060,75.347328,74.893761,0.000000
08-29-2009 : 12:26:07.729 PM,17.025331,16.284109,38.078892,208.300827,10.415748,3.071426,2.599725,1.756124,725.386230,589.157288,-28.000000,4947.118164,603.678589,2740.050537,-240.246826,76.499748,75.413589,74.832054,0.000000
08-29-2009 : 12:26:07.733 PM,16.971973,15.986750,38.265594,211.559631,9.901808,3.449178,2.673943,1.886806,627.945923,602.320679,-28.000000,2686.742187,4921.822266,3547.687744,-243.745377,76.522255,75.501656,74.835663,0.000000
08-29-2009 : 12:26:07.737 PM,16.740004,16.090996,37.953342,213.927521,10.333845,3.284255,2.453728,1.573765,695.462524,595.404114,-28.000000,1255.198608,4275.680176,2200.511963,-238.601349,76.674294,75.570137,74.964279,0.000000
08-29-2009 : 12:26:07.741 PM,16.606369,15.819538,36.628273,204.912277,9.837936,3.430608,2.448676,1.619941,705.935242,573.266846,-28.000000,1245.566406,1292.850586,813.295654,-241.775818,76.635803,75.390495,74.993370,0.000000
08-29-2009 : 12:26:07.745 PM,16.445829,15.680197,37.485588,206.647110,10.267051,3.254570,2.330811,1.940171,676.908264,533.430237,-28.000000,1069.451538,1189.987061,619.147095,-242.552170,76.633934,75.412613,74.886757,0.000000
08-29-2009 : 12:26:07.749 PM,17.139528,15.702782,37.122166,207.419739,10.204167,3.130154,2.412585,1.828141,627.862976,618.415283,-28.000000,1009.840759,3572.298096,1330.904419,-244.783737,76.492790,75.349831,74.888435,0.000000
08-29-2009 : 12:26:07.753 PM,16.864988,15.923646,37.296307,207.509674,9.944948,3.269208,2.466636,1.693069,654.751038,619.752869,-28.000000,1190.643311,1729.414551,2938.941406,-243.809616,76.584740,75.511162,74.807892,0.000000
08-29-2009 : 12:26:07.757 PM,16.757101,15.659843,37.549553,202.640366,9.627037,3.262652,2.170041,1.677482,663.354065,577.909363,-28.000000,3091.706543,1099.758179,325.557709,-240.778076,76.544907,75.313782,74.796974,0.000000
08-29-2009 : 12:26:07.761 PM,17.012915,15.770989,37.079472,204.455368,9.863140,3.009212,2.327780,1.683515,696.930603,529.860657,-28.000000,1295.206909,2589.443848,970.859314,-244.468842,76.493042,75.369659,74.736366,0.000000
08-29-2009 : 12:26:07.765 PM,16.275024,15.880806,37.624958,207.668686,9.867841,3.112766,2.214526,1.550630,656.389038,559.927246,-28.000000,49.702728,663.761047,111.208801,-242.633835,76.605087,75.486107,74.941391,0.000000
08-29-2009 : 12:26:07.769 PM,16.532099,15.473590,37.292034,203.737686,9.710492,3.158696,2.442220,1.724673,618.918701,560.577209,-28.000000,339.344940,1562.604614,2089.358887,-242.375137,76.577232,75.469879,74.848442,0.000000
08-29-2009 : 12:26:07.773 PM,16.336496,15.815598,36.888996,199.387527,9.995075,2.948205,2.040032,1.580066,619.928345,540.472046,-28.000000,3874.689941,2262.864746,305.113892,-241.973724,76.709023,75.512276,74.821365,0.000000
08-29-2009 : 12:26:07.777 PM,16.666895,15.749535,36.879059,206.778778,9.641367,2.862512,2.230138,1.522229,664.559021,612.639526,-28.000000,1495.756104,199.212982,3388.414062,-240.740692,76.587288,75.411636,74.824181,0.000000
08-29-2009 : 12:26:07.781 PM,16.701315,15.670206,36.434772,200.661987,9.874825,2.853932,2.200127,1.527316,627.675842,573.923035,-28.000000,1657.948486,188.684891,2543.764404,-242.754440,76.543663,75.360634,74.855804,0.000000
08-29-2009 : 12:26:07.785 PM,16.329760,15.731019,36.365082,200.320419,9.323225,3.035063,2.276381,1.484735,621.194946,621.069336,-28.000000,3421.140625,3678.094971,2064.399658,-243.888809,76.637177,75.443237,74.878342,0.000000
08-29-2009 : 12:26:07.789 PM,16.612921,15.255782,35.929073,203.987350,9.262404,3.061403,2.057758,1.613132,597.613586,553.548157,-28.000000,1724.164917,498.433258,3035.650391,-242.468079,76.546577,75.305710,74.875656,0.000000
08-29-2009 : 12:26:07.793 PM,16.172421,15.464659,35.889847,202.659973,9.062514,3.025678,2.374562,1.629894,625.512390,543.281372,-28.000000,6626.207520,3387.332275,1417.904297,-243.777786,76.541969,75.488914,74.941284,0.000000
08-29-2009 : 12:26:07.797 PM,15.983278,15.562240,36.333138,201.111237,9.131046,2.815535,2.244307,1.549830,617.174866,509.734192,-28.000000,3055.232910,1806.896362,2231.212402,-244.501450,76.618568,75.417465,74.845337,0.000000
08-29-2009 : 12:26:07.801 PM,15.941069,15.528821,35.801159,196.203979,9.323100,2.923360,2.313142,1.472048,617.687378,521.660034,-28.000000,3262.861328,3652.820801,113.010124,-239.480515,76.786629,75.445168,75.006737,0.000000
08-29-2009 : 12:26:07.805 PM,15.942690,15.328869,36.439713,199.435150,9.429529,2.839715,2.146764,1.517564,657.560669,560.052795,-28.000000,1955.544800,2282.791504,1176.223389,-244.920135,76.752342,75.608856,74.941498,0.000000
08-29-2009 : 12:26:07.809 PM,15.979433,15.407737,36.423084,197.629654,9.435483,3.039375,2.077666,1.402638,556.880127,500.464539,-28.000000,2228.930908,699.360901,2239.978271,-238.325577,76.683441,75.434425,75.029663,0.000000
08-29-2009 : 12:26:07.813 PM,15.982142,15.239338,35.804333,195.026627,9.329867,2.875218,2.145807,1.341995,599.632812,506.732208,-28.000000,2837.024902,3878.511230,4401.187988,-241.097076,76.414955,75.435806,74.814484,0.000000
08-29-2009 : 12:26:07.817 PM,15.799150,14.664533,35.526070,197.107498,9.456639,2.793568,2.334641,1.429473,618.595276,500.885803,-28.000000,2353.626953,777.916138,409.603943,-240.680557,76.442451,75.395325,74.853424,0.000000
08-29-2009 : 12:26:07.821 PM,15.700961,14.875859,36.123589,195.647263,9.060559,2.840082,1.831586,1.439334,640.283203,514.699707,-28.000000,687.340515,334.535400,2199.406494,-241.007874,76.553543,75.458397,74.847069,0.000000
08-29-2009 : 12:26:07.825 PM,15.698184,14.748240,35.397987,196.655075,8.890829,2.809318,1.949429,1.316234,525.733276,469.895721,-28.000000,2400.635010,4140.745117,1337.401978,-241.490250,76.504089,75.279190,74.728897,0.000000
08-29-2009 : 12:26:07.829 PM,15.934068,15.211802,35.169750,191.982956,8.946565,2.801346,1.958616,1.272888,651.573914,477.068329,-28.000000,4588.384766,1708.672363,2876.192871,-247.520645,76.559357,75.408226,74.807907,0.000000
08-29-2009 : 12:26:07.833 PM,15.506122,14.806168,34.132175,188.817261,8.845716,2.647851,2.046385,1.451517,579.875244,465.541107,-28.000000,1104.522949,155.320724,993.124817,-245.132538,76.550850,75.379333,74.908440,0.000000
08-29-2009 : 12:26:07.837 PM,15.481548,14.614258,35.010891,196.729111,8.894832,2.810439,1.807502,1.207075,573.827271,448.209625,-28.000000,396.114868,860.708191,1052.135254,-245.432175,76.758095,75.456703,75.020264,0.000000
08-29-2009 : 12:26:07.841 PM,15.565948,14.893549,34.353256,190.973572,9.236374,2.750592,1.895001,1.099898,577.039551,465.997742,-28.000000,1316.786621,1745.361816,4970.073730,-243.467972,76.560623,75.338989,74.780594,0.000000
08-29-2009 : 12:26:07.845 PM,15.825284,14.861224,33.779892,196.649811,8.773492,2.648727,1.934187,1.265979,582.869507,492.684265,-28.000000,2271.462891,115.184700,1090.967896,-240.606445,76.677269,75.517708,74.918228,0.000000
08-29-2009 : 12:26:07.849 PM,15.772943,14.695667,34.402859,190.665756,8.892366,2.423378,1.913532,1.085080,548.203613,491.023682,-28.000000,1368.643555,2596.933838,378.845062,-242.144104,76.547752,75.368454,74.893501,0.000000
08-29-2009 : 12:26:07.853 PM,15.363163,14.700254,34.601704,191.123001,8.877125,2.739122,1.685293,0.972325,553.874207,454.905640,-28.000000,326.987640,1917.913940,1895.041138,-242.783646,76.608200,75.483315,74.922401,0.000000
08-29-2009 : 12:26:07.857 PM,15.613896,14.661335,35.084496,191.757431,8.858062,2.639114,1.759139,1.161621,555.402283,420.640900,-28.000000,4154.025391,1593.145752,1045.943726,-239.683884,76.575722,75.536369,74.902817,0.000000
08-29-2009 : 12:26:07.861 PM,15.327978,14.385674,33.584061,188.805359,8.799995,2.567287,1.991847,1.187517,573.426636,433.356201,-28.000000,4566.908691,2577.113525,1682.208740,-240.808533,76.607559,75.433624,74.819504,0.000000
08-29-2009 : 12:26:07.865 PM,15.105766,14.143641,33.492279,185.943665,8.650376,2.450348,1.862480,1.112727,563.636475,492.341553,-28.000000,616.178528,3139.134521,2778.672119,-238.054398,76.530540,75.311462,74.805099,0.000000
08-29-2009 : 12:26:07.869 PM,15.218951,14.431995,34.050819,190.977783,8.511282,2.474663,1.742360,0.981914,517.749390,438.312592,-28.000000,1750.852173,3045.167725,2847.047363,-240.412613,76.450150,75.358597,74.793861,0.000000
08-29-2009 : 12:26:07.873 PM,15.300445,14.257735,33.666218,185.330750,8.499820,2.520923,1.861668,0.928747,519.544800,483.864349,-28.000000,4832.385254,4540.660156,3096.311279,-239.511276,76.546318,75.335899,74.841217,0.000000
08-29-2009 : 12:26:07.877 PM,15.400316,14.253164,33.934586,185.132996,8.467001,2.521101,1.600640,1.029146,562.842163,380.254791,-28.000000,989.694519,2213.134277,2390.072510,-248.184052,76.502075,75.423462,74.774467,0.000000
08-29-2009 : 12:26:07.881 PM,15.034285,14.367917,33.609169,184.587799,8.271871,2.609622,1.749247,0.945585,495.730133,396.327057,-28.000000,1922.782715,3202.604736,4138.833496,-243.059814,76.561142,75.487640,74.816826,0.000000
08-29-2009 : 12:26:07.885 PM,14.687975,14.432769,34.660526,181.433228,8.454632,2.488537,1.685499,0.873212,536.974609,452.797089,-28.000000,2039.329590,2711.344238,2373.886475,-241.026367,76.663353,75.591774,75.005951,0.000000
08-29-2009 : 12:26:07.889 PM,14.830333,14.454505,32.773403,184.370438,8.547042,2.505458,1.818308,0.935783,504.481415,487.560822,-28.000000,1430.690796,3487.585937,166.247681,-241.731903,76.674210,75.526344,74.951591,0.000000
08-29-2009 : 12:26:07.893 PM,14.995867,14.275812,33.172001,185.541855,8.287161,2.241243,1.651349,1.146695,503.420105,422.122131,-28.000000,1510.616699,2235.854980,2353.453125,-240.551971,76.574295,75.480476,74.965431,0.000000
08-29-2009 : 12:26:07.897 PM,14.686398,14.514571,32.760719,182.017609,8.588326,2.416109,1.541293,0.945728,489.925629,424.735687,-28.000000,2142.560303,433.415680,515.244507,-241.692261,76.638016,75.417328,74.948669,0.000000
08-29-2009 : 12:26:07.901 PM,14.487985,14.180181,32.833302,180.006973,8.213969,2.418547,1.675058,0.837913,507.547516,410.755981,-28.000000,3597.359619,2915.661621,1318.229492,-239.938553,76.418159,75.256454,74.700844,0.000000
08-29-2009 : 12:26:07.905 PM,14.677582,14.200722,33.179253,184.347000,8.095576,2.351662,1.781334,0.863602,518.682312,415.542389,-28.000000,1779.699219,1141.181763,6132.586914,-244.058289,76.521332,75.597748,74.958176,0.000000
08-29-2009 : 12:26:07.909 PM,14.488104,14.222661,32.747375,182.910400,8.364234,2.408630,1.834336,0.929749,443.277008,431.901917,-28.000000,936.974731,1611.815430,3367.254883,-243.356644,76.617020,75.504089,74.826797,0.000000
08-29-2009 : 12:26:07.913 PM,14.583044,14.176462,33.732700,181.478241,8.581472,2.246004,1.692153,0.887371,488.772736,417.810547,-28.000000,3208.825439,1289.652832,2066.490234,-241.221680,76.650627,75.503662,74.952087,0.000000
08-29-2009 : 12:26:07.917 PM,14.726790,13.786424,32.515411,180.162094,8.401194,2.053068,1.578905,1.025905,452.192810,402.630493,-28.000000,315.094971,2782.079346,2062.151855,-238.667236,76.507889,75.364799,74.896034,0.000000
08-29-2009 : 12:26:07.921 PM,14.469924,13.832254,33.020805,181.959534,8.137380,2.211287,1.517750,0.867360,469.138672,407.788239,-28.000000,1472.527710,3281.662354,781.044678,-241.509048,76.458427,75.259926,74.672043,0.000000
08-29-2009 : 12:26:07.925 PM,14.381785,14.027936,32.850101,178.817352,7.987112,2.213098,1.523784,0.915876,474.702667,443.145630,-28.000000,1875.988037,532.290833,3412.210205,-241.518555,76.454788,75.393341,74.840561,0.000000
08-29-2009 : 12:26:07.929 PM,14.761803,13.615398,32.720177,176.655960,7.928966,2.173557,1.486921,0.845297,480.764526,441.439789,-28.000000,247.010254,33.423031,3614.713867,-244.314514,76.606163,75.558990,75.056000,0.000000
08-29-2009 : 12:26:07.933 PM,14.759472,13.821830,31.615549,178.628220,8.234818,2.218098,1.392784,0.840158,486.923004,434.743286,-28.000000,758.369446,1672.650879,206.258896,-238.761993,76.683685,75.533119,75.022202,0.000000
08-29-2009 : 12:26:07.937 PM,14.666378,13.751410,32.814537,179.491486,7.866392,2.061006,1.514935,0.732755,434.540436,444.833893,-28.000000,2835.230713,2370.277588,2289.491943,-238.326797,76.629135,75.462875,74.975868,0.000000
08-29-2009 : 12:26:07.941 PM,14.567581,13.911537,31.561749,175.375061,8.043563,2.250106,1.366529,0.871316,395.374817,409.578247,-28.000000,2395.354736,1915.895874,798.542847,-242.297974,76.619476,75.336502,74.871498,0.000000
08-29-2009 : 12:26:07.945 PM,14.459970,13.732953,32.133106,171.543137,7.738217,2.076990,1.510198,0.807963,466.711731,421.417542,-28.000000,376.910339,2179.161377,3220.381104,-239.758652,76.516609,75.323967,74.905365,0.000000
08-29-2009 : 12:26:07.949 PM,14.446359,13.867639,31.354168,172.392044,7.769755,2.250575,1.292589,0.936125,426.662903,434.539001,-28.000000,857.815430,1864.200928,1423.629761,-240.647675,76.367187,75.306343,74.835724,0.000000
08-29-2009 : 12:26:07.953 PM,14.357223,13.620356,32.306313,175.505615,7.651280,1.957722,1.334432,0.834029,364.126373,359.304443,-28.000000,4513.443359,1495.865601,452.010010,-240.451889,76.531700,75.535912,74.941383,0.000000
08-29-2009 : 12:26:07.957 PM,14.188899,13.941401,31.302792,174.920288,7.329661,2.091186,1.315302,0.978311,375.019867,432.984711,-28.000000,2042.301270,1792.051025,2631.922119,-246.290314,76.542892,75.400581,75.016464,0.000000
08-29-2009 : 12:26:07.961 PM,14.025557,13.633923,32.064301,175.073685,7.671575,1.902519,1.297915,0.844651,387.568146,351.421295,-28.000000,1870.218628,1262.362671,809.378174,-239.292282,76.579308,75.507835,74.875824,0.000000
08-29-2009 : 12:26:07.965 PM,14.086667,13.497687,31.743452,177.054214,7.723549,1.956655,1.320396,0.624581,425.764038,369.356537,-28.000000,1034.693481,3680.085937,2946.301025,-244.598953,76.450348,75.512650,74.833717,0.000000
08-29-2009 : 12:26:07.969 PM,13.793582,13.067884,30.549072,171.505585,7.580727,2.085412,1.433479,0.678260,398.677795,398.635468,-28.000000,2946.620117,2447.485596,161.207489,-239.749741,76.446800,75.328804,74.836128,0.000000
08-29-2009 : 12:26:07.973 PM,13.481959,13.345942,31.096727,172.926224,7.352622,1.750952,1.488554,0.567721,416.544312,422.739471,-28.000000,807.317627,645.555969,1652.883423,-244.840240,76.602570,75.544449,74.918152,0.000000
08-29-2009 : 12:26:07.977 PM,13.816746,13.667659,30.923939,165.045685,7.412007,2.024890,1.349553,0.666190,384.556122,412.546112,-28.000000,1184.080078,724.502014,2140.638916,-243.619537,76.560249,75.396820,74.749054,0.000000
08-29-2009 : 12:26:07.981 PM,14.100246,13.177186,31.991823,170.397247,7.208815,1.819970,1.175599,0.842256,355.967010,352.968018,-28.000000,221.306656,2481.376709,1631.592163,-240.098129,76.422371,75.354500,74.740089,0.000000
08-29-2009 : 12:26:07.985 PM,13.938696,13.009081,31.966145,171.400009,7.582315,1.908328,1.347373,0.539984,437.242920,350.536285,-28.000000,1284.579346,2931.139893,3470.090576,-243.069168,76.528564,75.273262,74.809402,0.000000
08-29-2009 : 12:26:07.989 PM,13.645469,13.049694,30.838388,171.434082,7.150011,1.847074,1.298128,0.646341,375.611267,362.772095,-28.000000,3178.102295,1508.251587,741.572998,-242.237442,76.368332,75.269440,74.735695,0.000000
08-29-2009 : 12:26:07.993 PM,13.814366,13.285404,30.174162,170.377213,7.330975,1.878803,1.211762,0.536018,373.606354,287.994293,-28.000000,1728.991333,2020.967163,124.065216,-243.695511,76.475098,75.473022,74.805313,0.000000
08-29-2009 : 12:26:07.997 PM,13.941648,12.791450,31.443401,169.051163,7.260418,1.834244,1.115341,0.727051,399.817535,379.575531,-28.000000,237.012848,506.251495,2804.757324,-238.234314,76.437363,75.380043,74.734482,0.000000
08-29-2009 : 12:26:08.001 PM,13.399622,12.788076,30.516319,169.886169,7.561132,1.915066,0.948603,0.694841,363.809113,351.186493,-28.000000,656.730652,31.667967,1414.339233,-240.767197,76.725838,75.454567,74.967743,0.000000
08-29-2009 : 12:26:08.005 PM,13.629014,13.130164,31.099754,168.733780,7.220220,1.771463,1.082977,0.486888,381.467957,368.584106,-28.000000,3072.544434,2653.141846,1720.531982,-238.829254,76.578789,75.466904,74.865196,0.000000
08-29-2009 : 12:26:08.009 PM,13.329472,13.021903,30.668272,164.733566,7.186078,1.819734,1.168617,0.621788,434.681030,376.244659,-28.000000,3929.630859,977.892944,1270.542236,-237.655533,76.498688,75.338013,74.776497,0.000000
08-29-2009 : 12:26:08.013 PM,13.288435,13.078698,30.729380,165.979080,6.984621,1.721051,1.127924,0.715205,380.247253,366.799164,-28.000000,1748.461060,1182.547729,2250.532227,-242.712311,76.631302,75.611710,75.040573,0.000000
08-29-2009 : 12:26:08.017 PM,13.205810,12.900868,30.101229,164.781311,7.277706,1.735610,1.084050,0.509577,325.251556,346.543610,-28.000000,3048.755615,1002.749451,824.876648,-240.602524,76.504402,75.435265,74.917107,0.000000
08-29-2009 : 12:26:08.021 PM,13.394451,13.172754,30.289438,165.612198,6.897703,1.591809,1.155334,0.497052,350.041046,365.282684,-28.000000,2159.216553,1573.080322,278.733795,-241.103226,76.443504,75.480873,74.841927,0.000000
08-29-2009 : 12:26:08.025 PM,13.181697,12.923244,29.686527,163.858963,6.978574,1.678496,1.248146,0.589291,405.880432,389.516602,-28.000000,1875.679443,1864.304321,2524.631348,-243.094360,76.551476,75.340317,74.823517,0.000000
08-29-2009 : 12:26:08.029 PM,13.065868,12.678058,29.781702,167.924240,6.511538,1.671019,0.912783,0.434259,388.057404,360.714081,-28.000000,5588.570801,1264.181274,2028.156250,-245.429474,76.522774,75.400932,74.847809,0.000000
08-29-2009 : 12:26:08.033 PM,13.153243,12.571800,30.546743,164.252579,6.985972,1.806531,1.078444,0.345444,303.112030,331.496704,-28.000000,1155.632935,1260.937378,1565.078491,-240.842270,76.697800,75.489616,74.924042,0.000000
08-29-2009 : 12:26:08.037 PM,13.462383,12.876090,30.359377,166.605591,6.965724,1.739785,0.976574,0.346326,374.088562,278.444458,-28.000000,2042.992310,2473.640869,1952.789551,-241.451843,76.656578,75.483894,74.854904,0.000000
08-29-2009 : 12:26:08.041 PM,13.037296,12.833318,30.310200,162.656509,7.048934,1.535331,1.137363,0.356844,318.100800,314.594330,-28.000000,2697.338867,1722.147827,1152.912231,-236.680511,76.642456,75.600662,74.966530,0.000000
08-29-2009 : 12:26:08.045 PM,12.820169,12.794868,28.883514,165.557404,7.168963,1.302363,1.029952,0.468547,364.969543,307.012268,-28.000000,1618.553955,2401.927002,1970.206299,-239.870209,76.611641,75.458694,74.968086,0.000000
08-29-2009 : 12:26:08.049 PM,13.140977,12.545409,28.714905,157.858780,6.734418,1.532049,0.820963,0.446822,384.001770,241.621460,-28.000000,2014.712646,3315.839111,1201.142700,-243.668564,76.549576,75.466164,75.021988,0.000000
08-29-2009 : 12:26:08.053 PM,12.627509,12.827179,29.312759,163.031387,6.463068,1.527461,1.030141,0.394574,338.254700,282.703217,-28.000000,2000.081665,4590.490723,43.582836,-241.998718,76.615257,75.393867,74.860291,0.000000
08-29-2009 : 12:26:08.057 PM,12.678204,12.801466,30.289614,160.720306,6.696876,1.530374,0.872773,0.418879,345.618164,324.952057,-28.000000,949.429260,842.490967,1364.112305,-245.004257,76.541206,75.488205,74.818420,0.000000
08-29-2009 : 12:26:08.061 PM,12.688609,12.698030,29.130930,158.834564,6.689138,1.553673,1.127990,0.243540,335.498108,305.937988,-28.000000,3035.902100,350.657776,3184.202393,-243.208359,76.553406,75.309738,74.837906,0.000000
08-29-2009 : 12:26:08.065 PM,12.865822,12.425441,29.555355,155.000183,6.900092,1.307863,0.981991,0.153301,310.910522,317.218079,-28.000000,1586.540283,802.974060,2667.803955,-241.055328,76.462013,75.200569,74.853996,0.000000
08-29-2009 : 12:26:08.069 PM,12.346887,12.391611,28.614319,158.574768,6.447752,1.444917,0.846783,0.196098,300.936615,320.467468,-28.000000,3169.177490,1854.901733,142.436630,-241.757401,76.615555,75.429634,74.858620,0.000000
08-29-2009 : 12:26:08.073 PM,12.201830,12.288265,28.501217,162.800507,6.564672,1.435795,0.984641,0.441688,295.154999,276.870667,-28.000000,3729.034668,1117.053467,3195.776123,-240.140549,76.621170,75.427673,74.938332,0.000000
08-29-2009 : 12:26:08.077 PM,12.202788,12.130488,29.109882,161.483353,6.766031,1.332585,0.808780,0.277195,303.124207,213.103989,-28.000000,2277.986084,524.396851,2772.665283,-241.074646,76.676201,75.420700,74.955444,0.000000
08-29-2009 : 12:26:08.081 PM,12.935689,12.255482,28.619915,154.843475,6.585653,1.216053,0.918019,0.165249,257.442444,293.744965,-28.000000,4477.982910,2789.153809,2596.609863,-236.509094,76.503494,75.351639,74.861801,0.000000
08-29-2009 : 12:26:08.085 PM,12.492089,11.996035,28.755405,154.422470,6.450744,1.489811,0.805396,0.104821,307.135223,247.169998,-28.000000,1109.802368,185.536865,2085.167480,-242.129364,76.534500,75.537537,74.860779,0.000000
08-29-2009 : 12:26:08.089 PM,12.640224,12.011192,28.376804,157.929611,6.465401,1.459808,0.812600,0.183320,261.418335,236.375488,-28.000000,1879.354370,865.436890,485.269226,-240.741348,76.618546,75.661110,75.044334,0.000000
08-29-2009 : 12:26:08.093 PM,12.721418,12.278617,28.494823,155.346420,5.907186,1.503683,0.762447,0.208455,318.382751,222.482407,-28.000000,4568.022949,499.721771,3359.853271,-236.731949,76.609512,75.556114,74.853729,0.000000
08-29-2009 : 12:26:08.097 PM,12.255367,12.332173,28.153526,155.413116,6.527114,1.387706,0.584068,0.256967,374.522980,264.703217,-28.000000,531.118958,1957.255371,955.093689,-241.521515,76.577515,75.449173,74.917725,0.000000
